epoch;loss;val_loss
0;0.760458767414093;0.7737987041473389
0;0.7229390144348145;0.7730634212493896
0;0.7176883816719055;0.7399309873580933
0;0.6709664463996887;0.697950005531311
0;0.6676472425460815;0.691154956817627
0;0.6744505167007446;0.6750355958938599
0;0.6606237292289734;0.6684311032295227
0;0.6577057838439941;0.6376651525497437
0;0.6624773740768433;0.652035653591156
0;0.6388259530067444;0.6446404457092285
0;0.6547868251800537;0.6255377531051636
0;0.6541947722434998;0.6202589869499207
0;0.6295709013938904;0.6265527009963989
0;0.6363834142684937;0.6479438543319702
0;0.6453810334205627;0.6604946255683899
0;0.6383489370346069;0.6416283845901489
0;0.6346195936203003;0.6746655702590942
0;0.6206678152084351;0.6771419048309326
0;0.6323791742324829;0.6460795998573303
0;0.6166062355041504;0.6187578439712524
0;0.7851240634918213;1.0
0;0.7353965640068054;1.0
0;0.7074341773986816;0.8045169115066528
0;0.7051497101783752;0.7320619821548462
0;0.702009379863739;0.7159641981124878
0;0.6776201128959656;0.7056347727775574
0;0.6729094982147217;0.7044301629066467
0;0.6525956392288208;0.6986640691757202
0;0.6414654850959778;0.6911338567733765
0;0.6567294001579285;0.6718114614486694
0;0.7622328996658325;1.0
0;0.6931595206260681;1.0
0;0.7046838998794556;0.9099617004394531
0;0.6886354684829712;0.701579213142395
0;0.670164942741394;0.6752532124519348
0;0.6672465801239014;0.6380864977836609
0;0.6641917824745178;0.636581540107727
0;0.661554753780365;0.6173220872879028
0;0.652845025062561;0.6662982702255249
0;0.6496937870979309;0.653368353843689
0;0.7729131579399109;0.7750078439712524
0;0.7396551370620728;0.7750078439712524
0;0.7104994654655457;0.7626877427101135
0;0.6850705146789551;0.7505524754524231
0;0.6787623763084412;0.7281747460365295
0;0.802655041217804;0.9807305335998535
0;0.7479234337806702;0.9797661900520325
0;0.7485238909721375;0.7348473072052002
0;0.7931399941444397;0.7732466459274292
0;0.7580437064170837;0.7734745740890503
0;0.7225664854049683;0.768619179725647
0;0.786344051361084;0.9948025941848755
0;0.7298403382301331;0.9757338762283325
0;0.7024667263031006;0.8079770803451538
0;0.813888669013977;1.0
0;0.7567490339279175;1.0
0;0.7207533717155457;0.8167839050292969
0;0.7937195897102356;1.0
0;0.7427815198898315;1.0
0;0.7293590903282166;0.887225329875946
0;0.7824132442474365;1.0
0;0.7450128793716431;1.0
0;0.7542959451675415;0.9871249198913574
0;0.7248905301094055;0.9775551557540894
0;0.6989973783493042;0.8806613087654114
0;0.7693318724632263;0.7750078439712524
0;0.7285582423210144;0.7750078439712524
0;0.6989544630050659;0.7558581233024597
0;0.7690516710281372;0.7750078439712524
0;0.7190170884132385;0.7750078439712524
0;0.6988182067871094;0.764628529548645
